,risk_score,anomaly_score_raw,anomaly_score,risk_category,detailed_risk
239,42.480410222767176,0.06939256105283331,1,Baixo,25-50
240,37.20297068749862,0.08257771577057904,1,Baixo,25-50
241,49.60125046802637,0.051601854077103826,1,Baixo,25-50
242,27.713962156641028,0.1062850542935963,1,Baixo,25-50
243,39.543337796815806,0.07673054268096824,1,Baixo,25-50
244,33.86162860295697,0.09092572469710003,1,Baixo,25-50
245,48.92089877297275,0.053301644724028985,1,Baixo,25-50
246,29.226287133038788,0.10250666163479705,1,Baixo,25-50
247,31.176682093837282,0.0976337949449978,1,Baixo,25-50
248,63.22496534115097,0.017564365398711868,1,Médio,50-75
249,21.637163741678552,0.1214673272034753,1,Muito Baixo,10-25
250,43.008668770369006,0.068072759919243,1,Baixo,25-50
251,45.54930712146846,0.06172522916740464,1,Baixo,25-50
252,46.60601758179705,0.05908514379680385,1,Baixo,25-50
253,22.350878843436206,0.11968418142261372,1,Muito Baixo,10-25
254,27.630792033755895,0.10649284652519003,1,Baixo,25-50
255,26.119412419353598,0.11026887729161872,1,Baixo,25-50
256,20.66387288016704,0.12389899705182428,1,Muito Baixo,10-25
257,35.23819314394333,0.08748651590454604,1,Baixo,25-50
258,16.102806089140692,0.13529436613483437,1,Muito Baixo,10-25
259,77.74095850820923,-0.01870239133252627,-1,Alto,75-85
260,10.744838511496102,0.14868071211033862,1,Muito Baixo,10-25
261,27.922822704919938,0.10576323710837099,1,Baixo,25-50
262,59.21661289644559,0.027578832981618118,1,Médio,50-75
263,34.40403641484671,0.08957057304219507,1,Baixo,25-50
264,24.426330815683123,0.11449887230055789,1,Muito Baixo,10-25
265,30.376817921016883,0.09963217556145748,1,Baixo,25-50
266,65.30137593629452,0.012376661253250543,1,Médio,50-75
267,37.137683909560856,0.08274082825389217,1,Baixo,25-50
268,48.76508053107634,0.053690941013170956,1,Baixo,25-50
269,34.089533342236294,0.09035632750586298,1,Baixo,25-50
270,27.32037258750306,0.1072683984569342,1,Baixo,25-50
271,26.998499275077013,0.10807256672745419,1,Baixo,25-50
272,42.34130475275511,0.06974010215338722,1,Baixo,25-50
273,12.631612502634514,0.14396679604852008,1,Muito Baixo,10-25
274,100.0,-0.07431437967964583,-1,Muito Alto,95-100
275,11.498513403159466,0.14679773079202096,1,Muito Baixo,10-25
276,40.5503085200234,0.07421472706754373,1,Baixo,25-50
277,34.304731588331876,0.08981867621667328,1,Baixo,25-50
278,24.44809218670425,0.11444450369209419,1,Muito Baixo,10-25
279,31.837009437414608,0.09598403313697701,1,Baixo,25-50
280,17.845485478909627,0.13094045601914778,1,Muito Baixo,10-25
281,35.44547209790313,0.0869686501745025,1,Baixo,25-50
282,45.17809138891196,0.06265267453834811,1,Baixo,25-50
283,38.8996876449858,0.07833863819381381,1,Baixo,25-50
284,25.357016450591566,0.1121736473486008,1,Baixo,25-50
285,14.732313920308595,0.13871840371304806,1,Muito Baixo,10-25
286,34.80997223693417,0.08855638300099622,1,Baixo,25-50
287,42.82378470608953,0.06853467425783077,1,Baixo,25-50
288,48.326519226601825,0.054786642558223075,1,Baixo,25-50
289,46.31852307516879,0.059803420060333345,1,Baixo,25-50
290,23.78758351599806,0.11609471852780628,1,Muito Baixo,10-25
291,75.14433847030051,-0.012214995936667306,-1,Alto,75-85
292,27.655922196720137,0.10643006132707428,1,Baixo,25-50
293,48.14610447230132,0.05523739077294332,1,Baixo,25-50
294,46.12076490980409,0.06029749905254267,1,Baixo,25-50
295,29.669889713221693,0.10139836496672255,1,Baixo,25-50
296,21.83338483225901,0.1209770884388437,1,Muito Baixo,10-25
297,19.166866304270993,0.1276391182194404,1,Muito Baixo,10-25
298,32.82536525903294,0.09351472499291708,1,Baixo,25-50
299,16.70693385427294,0.13378501335128812,1,Muito Baixo,10-25
300,59.29939042983637,0.027372021595600926,1,Médio,50-75
301,43.106387765489075,0.06782861878585622,1,Baixo,25-50
302,23.02125055817473,0.11800932475809711,1,Muito Baixo,10-25
303,15.898157112442822,0.13580566112979492,1,Muito Baixo,10-25
304,36.56947944337123,0.08416043026883846,1,Baixo,25-50
305,48.17534276722616,0.055164341818106255,1,Baixo,25-50
306,31.631342363825198,0.0964978717451695,1,Baixo,25-50
307,42.817366878954815,0.06855070855688006,1,Baixo,25-50
308,32.65946107192756,0.09392922000715415,1,Baixo,25-50
309,30.170820815657454,0.1001468387210106,1,Baixo,25-50
310,24.794664400992545,0.11357862768617794,1,Muito Baixo,10-25
311,74.56062141634708,-0.010756637273090286,-1,Médio,50-75
312,46.626518851593964,0.059033923425186874,1,Baixo,25-50
313,43.45293660544159,0.0669628011783795,1,Baixo,25-50
314,31.76390669143264,0.09616667303453014,1,Baixo,25-50
315,44.358180297053984,0.06470114037650632,1,Baixo,25-50
316,17.135680203076284,0.13271383349108096,1,Muito Baixo,10-25
317,33.02628734884759,0.09301274125199221,1,Baixo,25-50
318,28.055087892932608,0.1054327857680829,1,Baixo,25-50
319,32.39561727587414,0.0945884073363567,1,Baixo,25-50
320,16.34851447356148,0.1346804883173085,1,Muito Baixo,10-25
321,49.99753991706459,0.050611764533934234,1,Baixo,25-50
322,10.955142589355912,0.14815528841086778,1,Muito Baixo,10-25
323,45.87792930414436,0.06090419951973014,1,Baixo,25-50
324,16.979507283902215,0.13310401590591886,1,Muito Baixo,10-25
325,29.868995303150268,0.1009009195690383,1,Baixo,25-50
326,28.896339931946173,0.10333100170842935,1,Baixo,25-50
327,24.158386691991808,0.11516830388816224,1,Muito Baixo,10-25
328,22.760054118004437,0.1186618979334702,1,Muito Baixo,10-25
329,27.590226568034524,0.10659419528307901,1,Baixo,25-50
330,14.808183675487538,0.13852885071983106,1,Muito Baixo,10-25
331,41.45503471541391,0.07195435917821003,1,Baixo,25-50
332,31.697525115284286,0.09633252076164756,1,Baixo,25-50
333,25.80785758123679,0.11104726588634911,1,Baixo,25-50
334,38.520678983384514,0.07928555341836208,1,Baixo,25-50
335,13.712670998753504,0.1412658795463025,1,Muito Baixo,10-25
336,30.640858928750443,0.09897249551860138,1,Baixo,25-50
337,36.0747061872001,0.08539657175169624,1,Baixo,25-50
338,38.28249507758143,0.07988063207881912,1,Baixo,25-50
339,17.185162238805276,0.13259020757505185,1,Muito Baixo,10-25
340,72.68717249433693,-0.006076012563433486,-1,Médio,50-75
341,39.96859511998563,0.07566807980226031,1,Baixo,25-50
342,29.444374329721732,0.10196179259157878,1,Baixo,25-50
343,39.896374161535455,0.0758485166418803,1,Baixo,25-50
344,38.19807462403812,0.08009154813647779,1,Baixo,25-50
345,35.24119931875605,0.08747900527751762,1,Baixo,25-50
346,42.9309333616882,0.06826697406109228,1,Baixo,25-50
347,24.074351514729738,0.1153782573715757,1,Muito Baixo,10-25
348,30.93271033599494,0.09824333397475155,1,Baixo,25-50
349,18.007414761412473,0.13053589190640613,1,Muito Baixo,10-25
350,31.39162262003355,0.09709678754319395,1,Baixo,25-50
351,29.049349179277417,0.10294872341119338,1,Baixo,25-50
352,19.24975552218969,0.12743202780080326,1,Muito Baixo,10-25
353,29.98057333111802,0.10062215302855515,1,Baixo,25-50
354,31.239304437040904,0.09747733928531482,1,Baixo,25-50
355,28.481677797405506,0.1043669935683022,1,Baixo,25-50
356,44.63218301599777,0.06401657199477251,1,Baixo,25-50
357,33.34953819876936,0.0922051313418496,1,Baixo,25-50
358,25.223848331368345,0.11250635457218816,1,Baixo,25-50
359,22.37847633627795,0.11961523184763356,1,Muito Baixo,10-25
360,18.823553420031992,0.12849685111529563,1,Muito Baixo,10-25
361,49.87758812672519,0.05091145208198211,1,Baixo,25-50
362,55.32343772429143,0.037305541671522,1,Médio,50-75
363,17.061019111698037,0.13290036675870803,1,Muito Baixo,10-25
364,29.361914051017006,0.10216781134850139,1,Baixo,25-50
365,27.73232930725398,0.10623916580526072,1,Baixo,25-50
366,35.21770574285771,0.08753770162657526,1,Baixo,25-50
367,16.339802562146993,0.13470225415642795,1,Muito Baixo,10-25
368,29.05695154660013,0.10292972965698716,1,Baixo,25-50
369,12.813500241583366,0.14351236772901504,1,Muito Baixo,10-25
370,38.583816643989145,0.07912781028970561,1,Baixo,25-50
371,8.734704290496706,0.1537028313653655,1,Muito Baixo,0-10
372,58.71314122878129,0.0288367065753925,1,Médio,50-75
373,15.824097470062647,0.13599069173726996,1,Muito Baixo,10-25
374,26.123669160332028,0.11025824225013336,1,Baixo,25-50
375,65.57985914055058,0.011680898827196917,1,Médio,50-75
376,13.94403041831026,0.14068785118200244,1,Muito Baixo,10-25
377,20.279141467714727,0.12486020999686326,1,Muito Baixo,10-25
378,35.88317860659894,0.08587508425118873,1,Baixo,25-50
379,12.583255727279006,0.14408761061407838,1,Muito Baixo,10-25
380,40.20344542907625,0.07508132979969251,1,Baixo,25-50
381,23.516886945776662,0.11677102682770812,1,Muito Baixo,10-25
382,43.68557174833226,0.0663815855469545,1,Baixo,25-50
383,23.193500576487693,0.11757897531943218,1,Muito Baixo,10-25
384,25.602622362284933,0.1115600255489329,1,Baixo,25-50
385,21.84044675213069,0.1209594449385269,1,Muito Baixo,10-25
386,27.943951844235013,0.10571044806757568,1,Baixo,25-50
387,27.12503324566484,0.10775643426054449,1,Baixo,25-50
388,8.189164560694925,0.15506580780385304,1,Muito Baixo,0-10
389,50.45233512923021,0.04947550419457469,1,Médio,50-75
390,35.804985644741144,0.08607044154387655,1,Baixo,25-50
391,37.37635346090043,0.08214453625664675,1,Baixo,25-50
392,20.362397638428178,0.1246522027833788,1,Muito Baixo,10-25
393,34.50658859600544,0.08931435667700816,1,Baixo,25-50
394,91.24709975377955,-0.0524461340646748,-1,Muito Alto,85-95
395,20.967114835761947,0.12314137736244452,1,Muito Baixo,10-25
396,25.109339680712594,0.11279244298027441,1,Baixo,25-50
397,33.7860188188269,0.09111462817865923,1,Baixo,25-50
398,27.856811748183453,0.10592815887996504,1,Baixo,25-50
399,44.154262130158415,0.06521060951628688,1,Baixo,25-50
400,51.13509215778725,0.047769704062523566,1,Médio,50-75
401,57.06311156494224,0.03295914061962846,1,Médio,50-75
402,33.344348020391216,0.09221809848329598,1,Baixo,25-50
403,13.479125837205663,0.14184936876830312,1,Muito Baixo,10-25
404,31.93750570616579,0.09573295326326453,1,Baixo,25-50
405,40.42828056933972,0.07451960169451033,1,Baixo,25-50
406,16.579019478260925,0.1341045946230528,1,Muito Baixo,10-25
407,0.5554773518687026,0.1741378116122545,1,Muito Baixo,0-10
408,36.80373401073092,0.08357516866738668,1,Baixo,25-50
409,39.87769021933465,0.07589519660230593,1,Baixo,25-50
410,39.702379469149584,0.07633319297335417,1,Baixo,25-50
411,27.18439142715748,0.1076081337823459,1,Baixo,25-50
412,51.50011824401794,0.04685772290370582,1,Médio,50-75
413,32.164884757365456,0.09516486945110403,1,Baixo,25-50
414,61.751871879790095,0.021244742041957365,1,Médio,50-75
415,45.85302824668198,0.06096641232066946,1,Baixo,25-50
416,35.73992556175488,0.08623298765253218,1,Baixo,25-50
417,40.816472141579965,0.07354974388639957,1,Baixo,25-50
418,21.152555807638898,0.12267807164593814,1,Muito Baixo,10-25
419,24.177412218838317,0.11512077051267183,1,Muito Baixo,10-25
420,57.93208640506739,0.030788093914818515,1,Médio,50-75
421,34.66546616280954,0.0889174169706427,1,Baixo,25-50
422,25.655591572963296,0.11142768727515379,1,Baixo,25-50
423,45.62016769643462,0.06154819110982512,1,Baixo,25-50
424,47.77163502751525,0.056172965218387216,1,Baixo,25-50
425,31.164472165079935,0.09766430023050271,1,Baixo,25-50
426,35.686900128443106,0.0863654663929363,1,Baixo,25-50
427,42.01513130732034,0.07055501387603924,1,Baixo,25-50
428,68.78525273466528,0.0036725436035642822,1,Médio,50-75
429,19.24182380447127,0.12745184440402457,1,Muito Baixo,10-25
430,43.40295285137771,0.06708768058747583,1,Baixo,25-50
431,40.86805039917308,0.0734208807697514,1,Baixo,25-50
432,31.42128542860753,0.09702267798347336,1,Baixo,25-50
433,14.456941876190868,0.1394063932167401,1,Muito Baixo,10-25
434,22.126085450762325,0.12024580522561978,1,Muito Baixo,10-25
435,55.84282858024913,0.036007895578370475,1,Médio,50-75
436,27.22281497991795,0.1075121363797103,1,Baixo,25-50
437,24.62843350881523,0.11399393894035326,1,Muito Baixo,10-25
438,19.158026978174913,0.1276612023913951,1,Muito Baixo,10-25
439,34.902433620809454,0.08832537748332703,1,Baixo,25-50
440,67.75389295131468,0.0062492928438464546,1,Médio,50-75
441,25.78192889411715,0.11111204611718184,1,Baixo,25-50
442,30.59268433056683,0.09909285493272091,1,Baixo,25-50
443,43.60851806635205,0.06657409646284307,1,Baixo,25-50
444,22.397712384139236,0.1195671725064485,1,Muito Baixo,10-25
445,48.58488237394085,0.05414114808154302,1,Baixo,25-50
446,43.055785811869356,0.06795504270469743,1,Baixo,25-50
447,34.226803737060436,0.09001337115708308,1,Baixo,25-50
448,16.812088992529066,0.1335222937581962,1,Muito Baixo,10-25
449,70.14711816967267,0.00027005905678323394,1,Médio,50-75
450,72.46106178519692,-0.005511097577022617,-1,Médio,50-75
451,20.240074394242768,0.12495781517161797,1,Muito Baixo,10-25
452,19.791837522320673,0.12607769015398296,1,Muito Baixo,10-25
453,25.993710066778632,0.11058293204411929,1,Baixo,25-50
